Ramo_Desc	Apertura_Canal_Desc	Apertura_Amparo_Desc	Agrupacion_Reservas	Fecha_Registro	Expuestos	Vigentes
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2016-02-01	244964.207504	247495
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2016-03-01	245052.612899	245224
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2016-04-01	245274.331553	250594
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2016-05-01	245606.193365	248254
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2016-06-01	246096.43248	248733
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2016-07-01	246481.064316	249222
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2016-08-01	246725.483755	248303
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2016-09-01	247094.232027	251008
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2016-10-01	247367.90303	250133
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2016-11-01	247847.199145	250525
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2016-12-01	248605.48366	251634
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2017-01-01	249083.741776	251440
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2017-02-01	248375.14214	250923
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2017-03-01	264491.953177	483083
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2017-04-01	250222.363002	260939
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2017-05-01	247613.096377	253405
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2017-06-01	247652.26666	247820
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2017-07-01	240419.629688	471823
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2017-08-01	235051.709567	236544
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2017-09-01	236767.199219	241897
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2017-10-01	239597.031947	245252
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2017-11-01	241879.257789	462610
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2017-12-01	234680.451119	244277
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2018-01-01	251243.321727	264279
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2018-02-01	250781.175186	264500
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2018-03-01	251153.77403	255436
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2018-04-01	220216.421429	255894
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2018-05-01	250389.935268	255390
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2018-06-01	250942.465651	255640
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2018-07-01	252235.386493	260745
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2018-08-01	253048.902791	261037
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2018-09-01	253718.699024	257844
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2018-10-01	254295.064136	258813
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2018-11-01	247203.264948	254528
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2018-12-01	246261.290021	252005
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2019-01-01	248307.193212	254613
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2019-02-01	248755.355779	254914
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2019-03-01	248566.451242	255111
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2019-04-01	248701.531301	256318
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2019-05-01	248648.548293	253331
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2019-06-01	251471.46668	252829
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2019-07-01	249161.450772	261973
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2019-08-01	251621.161201	253202
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2019-09-01	243642.495726	257411
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2019-10-01	243894.289993	251535
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2019-11-01	249047.450541	490656
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2019-12-01	241504.580334	246182
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2020-01-01	231410.966953	243426
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2020-02-01	248699.085751	455064
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2020-03-01	249876.404774	467570
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2020-04-01	243302.432924	244916
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2020-05-01	243077.806284	245603
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2020-06-01	243102.265922	246483
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2020-07-01	241352.096603	244233
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2020-08-01	242786.419036	246537
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2020-09-01	243146.965589	247857
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2020-10-01	244200.09667	248766
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2020-11-01	246404.065642	251182
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2020-12-01	247896.064457	253619
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2021-01-01	249264.967389	257534
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2021-02-01	249699.35595	254975
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2021-03-01	250368.61237	256562
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2021-04-01	251694.032346	257074
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2021-05-01	253117.773549	262341
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2021-06-01	254525.465593	259870
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2021-07-01	257073.386686	263207
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2021-08-01	259265.354216	269182
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2021-09-01	261904.266658	262205
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2021-10-01	264475.128481	272713
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2021-11-01	263028.711332	523383
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2021-12-01	257018.483601	263996
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2022-01-01	259028.257831	264147
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2022-02-01	260801.924657	274319
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2022-03-01	261979.999792	267794
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2022-04-01	264828.865759	269898
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2022-05-01	267859.999625	273518
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2022-06-01	270493.432196	275873
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2022-07-01	273119.773793	278493
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2022-08-01	275506.193233	281174
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2022-09-01	278689.16576	284096
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2022-10-01	281375.48383	281667
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2022-11-01	287664.644349	548256
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2022-12-01	290742.079625	550907
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2023-01-01	283905.225556	287725
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2023-02-01	283901.892006	287595
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2023-03-01	282606.41894	290519
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2023-04-01	283305.498611	288234
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2023-05-01	283193.612353	288747
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2023-06-01	286536.030948	295726
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2023-07-01	287214.32229	291783
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2023-08-01	288490.1287	293156
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2023-09-01	290115.932586	294404
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2023-10-01	299952.321165	320519
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2023-11-01	302656.359043	333147
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2023-12-01	306369.386572	316604
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2024-01-01	308245.16043	321011
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2024-02-01	310159.830067	321768
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2024-03-01	311087.257936	315384
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2024-04-01	311542.265518	316743
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2024-05-01	311886.064436	317725
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2024-06-01	312871.265585	317842
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2024-07-01	314412.999215	325492
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2024-08-01	316146.128629	322082
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2024-09-01	318610.964765	326640
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2024-10-01	321314.483748	328689
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2024-11-01	324250.432307	331463
083 - VIDA DE GRUPO	Banco-L	VIDA	083_BANCO_L_VIDA	2024-12-01	327615.0	327615
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2014-01-01	173098.547726	183659
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2014-02-01	205232.35013	230379
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2014-03-01	198211.676473	211531
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2014-04-01	196704.364573	205039
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2014-05-01	193617.547903	203532
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2014-06-01	190632.597247	200221
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2014-07-01	189060.386622	199472
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2014-08-01	186506.644478	198445
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2014-09-01	184062.463817	194958
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2014-10-01	179704.806031	188407
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2014-11-01	183815.159402	207784
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2014-12-01	182083.61229	196982
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2015-01-01	184182.354604	194380
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2015-02-01	182360.46194	195421
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2015-03-01	183843.967052	193167
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2015-04-01	185690.898194	193590
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2015-05-01	182340.192894	194888
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2015-06-01	185651.032447	191305
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2015-07-01	187052.773993	196723
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2015-08-01	188567.483405	196620
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2015-09-01	187050.998028	194079
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2015-10-01	189389.83875	190789
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2015-11-01	1519148.556645	1582265
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2015-12-01	758412.494426	1591509
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2016-01-01	717144.190916	770160
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2016-02-01	741372.705498	1231269
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2016-03-01	681920.672789	760235
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2016-04-01	672285.189806	716219
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2016-05-01	689994.418668	707843
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2016-06-01	641802.307693	728504
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2016-07-01	655955.160139	673767
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2016-08-01	682102.77341	703456
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2016-09-01	707186.031517	732608
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2016-10-01	735516.321937	755683
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2016-11-01	714819.080316	783437
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2016-12-01	735794.836323	790588
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2017-01-01	718441.932199	778836
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2017-02-01	735945.10011	769516
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2017-03-01	768766.038843	1655471
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2017-04-01	756330.964074	1358602
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2017-05-01	763150.379579	1378454
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2017-06-01	767447.158694	1390251
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2017-07-01	764822.771758	801754
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2017-08-01	797421.929861	887722
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2017-09-01	787737.806684	877764
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2017-10-01	793571.417399	823618
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2017-11-01	806551.825219	845301
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2017-12-01	835258.977141	1689636
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2018-01-01	813961.417253	850785
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2018-02-01	826812.103748	863821
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2018-03-01	835931.773934	869943
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2018-04-01	836283.190053	875248
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2018-05-01	847931.257238	887066
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2018-06-01	787393.479009	957119
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2018-07-01	864837.900366	902801
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2018-08-01	888118.285493	989188
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2018-09-01	881861.789594	1009678
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2018-10-01	957586.297174	1838797
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2018-11-01	1072324.926962	1893991
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2018-12-01	1092949.318427	1195278
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2019-01-01	1104429.127071	1157508
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2019-02-01	1086917.699536	1280823
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2019-03-01	1127550.704357	1245471
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2019-04-01	1178245.089119	1239425
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2019-05-01	1219013.122901	1368432
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2019-06-01	1247848.702794	1360751
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2019-07-01	1338264.346652	1507761
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2019-08-01	1338797.959474	1492692
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2019-09-01	1354501.167825	1472671
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2019-10-01	1370799.672349	1502614
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2019-11-01	1386719.269955	2393252
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2019-12-01	1410845.315964	1530954
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2020-01-01	1398381.512323	1514513
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2020-02-01	1404802.585094	1712058
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2020-03-01	1386593.571258	1526968
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2020-04-01	1371185.578167	1436383
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2020-05-01	1335720.834071	1406667
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2020-06-01	1328368.983558	1384573
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2020-07-01	1307578.674951	1363990
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2020-08-01	1293086.511947	1357915
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2020-09-01	1302891.269472	2192671
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2020-10-01	1284903.449904	1342902
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2020-11-01	1214854.0601	1376279
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2020-12-01	1182252.116578	1410872
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2021-01-01	1149622.219355	1270110
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2021-02-01	1180993.049214	1272857
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2021-03-01	1207916.73925	1260932
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2021-04-01	1226915.739143	1330967
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2021-05-01	1229978.447084	1305795
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2021-06-01	1232714.118633	1295258
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2021-07-01	1253210.933095	1317397
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2021-08-01	1271803.350435	1351611
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2021-09-01	1288284.346314	1376805
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2021-10-01	1327096.414106	1450988
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2021-11-01	1195623.658069	1497334
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2021-12-01	1327668.478929	1432377
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2022-01-01	1298261.928446	1441820
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2022-02-01	1364681.255043	1478814
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2022-03-01	1440668.316938	1575764
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2022-04-01	1513759.321031	1695544
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2022-05-01	1559735.575263	1676562
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2022-06-01	1600248.0414	1689020
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2022-07-01	1601495.415958	2164620
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2022-08-01	1597808.028473	1696983
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2022-09-01	1512453.110635	1715587
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2022-10-01	1545660.161363	1546685
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2022-11-01	1759980.836168	3364931
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2022-12-01	1779778.223097	1857200
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2023-01-01	1813680.608009	1903263
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2023-02-01	1827380.74212	2001708
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2023-03-01	1830319.707912	1907260
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2023-04-01	1831510.447724	1905529
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2023-05-01	1828842.446209	1927899
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2023-06-01	1823512.414417	1909730
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2023-07-01	1824083.156735	1908236
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2023-08-01	1811761.220957	1893015
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2023-09-01	1801502.311439	1890103
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2023-10-01	1792594.834608	1876944
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2023-11-01	1756090.141845	1844959
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2023-12-01	1740376.382383	1821665
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2024-01-01	1733010.80129	1820716
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2024-02-01	1711809.913079	1794413
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2024-03-01	1699899.864656	1842936
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2024-04-01	1707495.723256	1954357
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2024-05-01	1561232.050556	1826537
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2024-06-01	1547463.647631	1614847
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2024-07-01	1532467.475807	1657787
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2024-08-01	1567693.186935	1702583
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2024-09-01	1652080.762595	2099032
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2024-10-01	1672925.826728	1950762
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2024-11-01	1810685.411215	2169338
083 - VIDA DE GRUPO	Banco-SL	RESTO	083_BANCO_SL_RESTO	2024-12-01	1856689.032258	1856690
083 - VIDA DE GRUPO	Banco-SL	VIDA	083_BANCO_SL_VIDA	2014-01-01	173624.450953	184196
083 - VIDA DE GRUPO	Banco-SL	VIDA	083_BANCO_SL_VIDA	2014-02-01	207238.885799	232537
