Ramo_Desc	Apertura_Canal_Desc	Apertura_Amparo_Desc	Agrupacion_Reservas	Fecha_Registro	Expuestos	Vigentes
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2016-08-01	704343.547567	746300
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2016-09-01	702816.366102	736385
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2016-10-01	692142.032038	719615
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2016-11-01	682269.665428	709844
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2016-12-01	672605.677257	696713
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2017-01-01	658956.96687	687773
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2017-02-01	653602.820654	682550
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2017-03-01	650913.483527	687479
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2017-04-01	650472.264636	680583
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2017-05-01	647944.870328	680544
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2017-06-01	647088.265283	678043
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2017-07-01	647409.353452	680676
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2017-08-01	650027.224688	688594
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2017-09-01	647924.265643	682870
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2017-10-01	647078.611857	678455
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2017-11-01	648305.499505	677240
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2017-12-01	649525.161184	673174
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2018-01-01	646744.998664	676637
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2018-02-01	648378.680298	675811
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2018-03-01	648203.323001	676409
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2018-04-01	651160.198618	683143
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2018-05-01	655920.677503	688989
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2018-06-01	658324.565992	688269
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2018-07-01	659445.482181	689380
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2018-08-01	660311.06416	693859
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2018-09-01	658973.798754	688506
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2018-10-01	656528.064432	685613
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2018-11-01	651264.066453	677309
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2018-12-01	648192.967576	671220
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2019-01-01	642871.096135	668788
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2019-02-01	639003.750016	661181
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2019-03-01	633778.419148	658174
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2019-04-01	629300.366405	651291
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2019-05-01	624087.742339	647958
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2019-06-01	618078.3667	634064
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2019-07-01	607611.64482	624533
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2019-08-01	597218.451591	613077
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2019-09-01	587286.899616	601612
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2019-10-01	577697.741897	591757
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2019-11-01	569013.266433	582251
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2019-12-01	561987.031889	575502
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2020-01-01	554274.935518	568984
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2020-02-01	549756.517407	563275
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2020-03-01	543274.967486	554419
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2020-04-01	530443.133371	537907
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2020-05-01	518400.644988	525392
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2020-06-01	510618.533253	518032
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2020-07-01	506243.193643	515688
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2020-08-01	503520.483661	513923
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2020-09-01	501860.766127	513121
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2020-10-01	500177.580803	511305
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2020-11-01	498863.132731	508062
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2020-12-01	496586.677324	504909
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2021-01-01	492767.903056	503713
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2021-02-01	492546.749401	503839
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2021-03-01	491953.967233	504588
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2021-04-01	491334.032909	502799
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2021-05-01	489251.386584	501028
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2021-06-01	489300.699483	500951
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2021-07-01	489672.257836	501251
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2021-08-01	489768.386715	501572
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2021-09-01	489798.299463	501681
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2021-10-01	489681.838462	501757
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2021-11-01	489685.133451	500580
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2021-12-01	488603.483744	498767
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2022-01-01	486197.322454	497993
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2022-02-01	485834.355561	496964
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2022-03-01	484707.967624	497065
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2022-04-01	483547.499797	494649
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2022-05-01	483411.386807	495133
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2022-06-01	483118.365823	494978
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2022-07-01	481733.677237	494172
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2022-08-01	481950.708956	495489
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2022-09-01	481646.766261	495503
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2022-10-01	480542.451238	494226
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2022-11-01	479713.832811	492478
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2022-12-01	477546.967586	489166
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2023-01-01	474162.225405	489388
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2023-02-01	474462.570806	488946
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2023-03-01	473952.129138	489387
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2023-04-01	472624.332432	486972
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2023-05-01	471683.548285	486593
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2023-06-01	469492.199971	484712
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2023-07-01	467624.547858	482945
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2023-08-01	467081.354548	482367
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2023-09-01	465324.366111	481186
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2023-10-01	463523.580222	477861
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2023-11-01	461583.033003	475571
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2023-12-01	458691.032021	470651
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2024-01-01	454850.676593	471848
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2024-02-01	454954.276723	474077
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2024-03-01	457754.29048	474241
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2024-04-01	463396.600089	479548
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2024-05-01	475516.64577	492034
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2024-06-01	483198.632858	501610
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2024-07-01	486640.09623	506367
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2024-08-01	489271.58058	509841
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2024-09-01	490292.499102	510439
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2024-10-01	492316.258004	511609
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2024-11-01	501416.299864	514083
081 - VIDA INDIVIDUAL	Banca Voluntarios	VIDA	081_BANCA_VOLUNT_VIDA	2024-12-01	513411.128518	522017
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2014-01-01	115501.871013	118727
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2014-02-01	115366.28555	118874
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2014-03-01	115761.838592	119474
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2014-04-01	116488.06654	120081
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2014-05-01	117034.677335	121213
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2014-06-01	118060.233077	121756
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2014-07-01	118522.709712	122781
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2014-08-01	119464.870852	123615
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2014-09-01	120758.033183	125726
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2014-10-01	122408.032284	126829
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2014-11-01	123047.133098	126961
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2014-12-01	123936.644854	128851
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2015-01-01	124379.354827	127853
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2015-02-01	124042.964373	127791
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2015-03-01	124196.451417	128240
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2015-04-01	124438.099754	128612
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2015-05-01	125308.032151	129500
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2015-06-01	126263.066467	130329
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2015-07-01	127175.967743	132019
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2015-08-01	128236.741695	133071
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2015-09-01	129992.59965	135775
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2015-10-01	131779.967698	136584
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2015-11-01	132388.066308	137008
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2015-12-01	133274.580516	138325
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2016-01-01	133596.515933	137348
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2016-02-01	133958.931274	138389
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2016-03-01	135095.290228	139549
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2016-04-01	136150.16652	140968
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2016-05-01	137738.806325	142540
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2016-06-01	139311.366384	144536
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2016-07-01	141064.902926	146384
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2016-08-01	142821.677315	148083
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2016-09-01	144442.399746	150374
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2016-10-01	146245.322333	151871
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2016-11-01	147772.799663	153621
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2016-12-01	149527.967593	154975
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2017-01-01	150266.290121	155375
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2017-02-01	152010.249655	157822
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2017-03-01	154321.806511	160934
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2017-04-01	156570.332974	162947
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2017-05-01	159129.064462	165513
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2017-06-01	161128.233082	167000
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2017-07-01	162950.70937	169172
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2017-08-01	165088.483719	171387
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2017-09-01	167258.433211	173761
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2017-10-01	169459.612698	175425
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2017-11-01	171193.166341	177357
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2017-12-01	172890.83848	178338
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2018-01-01	173302.645059	178264
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2018-02-01	174198.000157	179701
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2018-03-01	175912.387058	181682
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2018-04-01	177508.032941	183691
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2018-05-01	179361.548369	186408
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2018-06-01	181782.299796	188066
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2018-07-01	183834.096336	191676
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2018-08-01	186234.128981	194705
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2018-09-01	188756.533106	197331
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2018-10-01	191346.451506	199769
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2018-11-01	193543.899803	201613
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2018-12-01	195930.612558	203330
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2019-01-01	196652.967602	203736
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2019-02-01	198369.214348	206514
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2019-03-01	200631.741755	209064
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2019-04-01	202368.566458	210888
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2019-05-01	204553.645244	213319
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2019-06-01	207023.099821	214679
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2019-07-01	208938.935273	216855
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2019-08-01	211403.548199	218878
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2019-09-01	214153.46604	222175
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2019-10-01	217604.290341	225507
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2019-11-01	219727.133118	226785
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2019-12-01	222108.064054	229186
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2020-01-01	223037.32263	230803
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2020-02-01	225144.827883	233761
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2020-03-01	226459.902886	233624
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2020-04-01	225136.59983	231502
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2020-05-01	225008.193453	231320
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2020-06-01	226027.199808	231926
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2020-07-01	227069.032214	233815
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2020-08-01	228125.322329	234602
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2020-09-01	229073.133133	235729
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2020-10-01	229606.806492	236382
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2020-11-01	230119.432844	236157
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2020-12-01	230554.161184	236295
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2021-01-01	230226.419217	235847
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2021-02-01	231139.142435	237335
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2021-03-01	232566.806222	239316
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2021-04-01	233461.433169	239975
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2021-05-01	234711.48375	240765
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2021-06-01	235879.833032	241887
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2021-07-01	237215.999962	243675
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2021-08-01	238504.032016	245396
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2021-09-01	240284.166173	247520
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2021-10-01	242023.064384	248595
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2021-11-01	243240.03314	249512
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2021-12-01	244376.515963	250199
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2022-01-01	244348.774146	249771
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2022-02-01	244866.892076	251006
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2022-03-01	245750.903154	252669
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2022-04-01	246693.333283	252508
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2022-05-01	247881.773957	254486
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2022-06-01	249533.43277	256035
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2022-07-01	250759.902971	257725
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2022-08-01	252528.806349	260464
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2022-09-01	254801.532988	262402
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2022-10-01	256441.22556	263404
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2022-11-01	258010.66619	264877
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2022-12-01	259473.612576	267058
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2023-01-01	260147.806277	266881
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2023-02-01	260524.249838	267110
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2023-03-01	260758.129072	268642
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2023-04-01	261685.333006	268742
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2023-05-01	263235.451267	271170
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2023-06-01	265017.699776	271882
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2023-07-01	266107.354396	273491
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2023-08-01	267340.451567	275243
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2023-09-01	268275.866323	276233
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2023-10-01	268837.386842	276195
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2023-11-01	269390.366336	276361
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2023-12-01	269503.515909	275860
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2024-01-01	269341.967566	276690
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2024-02-01	270969.655693	279400
081 - VIDA INDIVIDUAL	No Banca	VIDA	081_NO_BANCA_VIDA	2024-03-01	272964.548585	279563
